subj,loc,canonical_loc,source,source_tag,is_tag,is_universal,is_existing,is_alias,costume
sorceress,japanese_garden,japanese_garden,tag:nature,nature,1,0,0,0,fantasy_battle
sorceress,magic_academy_library,magic_academy_library,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
sorceress,messy_kitchen,messy_kitchen,universal,,0,1,0,0,fantasy_battle
sorceress,museum_hall,museum_hall,universal,,0,1,0,0,fantasy_battle
sorceress,picnic_park,picnic_park,universal,,0,1,0,0,fantasy_battle
sorceress,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,fantasy_battle
sorceress,school_library,school_library,universal,,0,1,0,0,fantasy_battle
sorceress,shinto_shrine,shinto_shrine,tag:nature,nature,1,0,0,0,fantasy_battle
sorceress,tropical_beach,tropical_beach,tag:nature,nature,1,0,0,0,fantasy_battle
sorceress,wave_barrel,wave_barrel,tag:nature,nature,1,0,0,0,fantasy_battle
sorceress,winter_street,winter_street,universal,,0,1,0,0,fantasy_battle
space engineer,airship_deck,airship_deck,tag:scifi,scifi,1,0,0,0,scifi_space
space engineer,alien_planet,alien_planet,tag:scifi,scifi,1,0,0,0,scifi_space
space engineer,aquarium,aquarium,universal,,0,1,0,0,scifi_space
space engineer,art_gallery,art_gallery,universal,,0,1,0,0,scifi_space
space engineer,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,scifi_space
space engineer,botanical_garden,botanical_garden,universal,,0,1,0,0,scifi_space
space engineer,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,scifi_space
space engineer,commuter_transport,commuter_transport,universal,,0,1,0,0,scifi_space
space engineer,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,scifi_space
space engineer,cozy_living_room,cozy_living_room,universal,,0,1,0,0,scifi_space
space engineer,cyber_lab,cyber_lab,existing,,0,0,1,1,scifi_space
space engineer,high_tech_medbay,high_tech_medbay,tag:scifi,scifi,1,0,0,0,scifi_space
space engineer,illuminated_park,illuminated_park,universal,,0,1,0,0,scifi_space
space engineer,messy_kitchen,messy_kitchen,universal,,0,1,0,0,scifi_space
space engineer,museum_hall,museum_hall,universal,,0,1,0,0,scifi_space
space engineer,neon_city_street,neon_city_street,tag:scifi,scifi,1,0,0,0,scifi_space
space engineer,picnic_park,picnic_park,universal,,0,1,0,0,scifi_space
space engineer,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,scifi_space
space engineer,school_library,school_library,universal,,0,1,0,0,scifi_space
space engineer,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,scifi_space
space engineer,spaceship_bridge,spaceship_bridge,tag:scifi,scifi,1,0,0,0,scifi_space
space engineer,starship_quarters,starship_quarters,tag:scifi,scifi,1,0,0,0,scifi_space
space engineer,street_cafe,street_cafe,universal,,0,1,0,0,scifi_space
space engineer,winter_street,winter_street,universal,,0,1,0,0,scifi_space
space pilot,airship_deck,airship_deck,tag:scifi,scifi,1,0,0,0,scifi_space
space pilot,alien_planet,alien_planet,tag:scifi,scifi,1,0,0,0,scifi_space
space pilot,aquarium,aquarium,universal,,0,1,0,0,scifi_space
space pilot,art_gallery,art_gallery,universal,,0,1,0,0,scifi_space
space pilot,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,scifi_space
space pilot,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,scifi_space
space pilot,commuter_transport,commuter_transport,universal,,0,1,0,0,scifi_space
space pilot,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,scifi_space
space pilot,cozy_living_room,cozy_living_room,universal,,0,1,0,0,scifi_space
space pilot,cyber_lab,cyber_lab,tag:scifi,scifi,1,0,0,0,scifi_space
space pilot,high_tech_medbay,high_tech_medbay,tag:scifi,scifi,1,0,0,0,scifi_space
space pilot,illuminated_park,illuminated_park,universal,,0,1,0,0,scifi_space
space pilot,messy_kitchen,messy_kitchen,universal,,0,1,0,0,scifi_space
space pilot,museum_hall,museum_hall,universal,,0,1,0,0,scifi_space
space pilot,neon_city_street,neon_city_street,tag:scifi,scifi,1,0,0,0,scifi_space
space pilot,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,scifi_space
space pilot,school_library,school_library,universal,,0,1,0,0,scifi_space
space pilot,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,scifi_space
space pilot,spaceship_bridge,spaceship_bridge,existing,,0,0,1,1,scifi_space
space pilot,starship_quarters,starship_quarters,tag:scifi,scifi,1,0,0,0,scifi_space
space pilot,street_cafe,street_cafe,universal,,0,1,0,0,scifi_space
space pilot,winter_street,winter_street,universal,,0,1,0,0,scifi_space
spy agent,aquarium,aquarium,universal,,0,1,0,0,secret_agent
spy agent,art_gallery,art_gallery,universal,,0,1,0,0,secret_agent
spy agent,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,secret_agent
spy agent,boardroom,boardroom,tag:office,office,1,0,0,0,secret_agent
spy agent,botanical_garden,botanical_garden,universal,,0,1,0,0,secret_agent
spy agent,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,secret_agent
spy agent,commuter_transport,commuter_transport,universal,,0,1,0,0,secret_agent
spy agent,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,secret_agent
spy agent,cozy_living_room,cozy_living_room,universal,,0,1,0,0,secret_agent
spy agent,fashion_boutique,fashion_boutique,tag:urban,urban,1,0,0,0,secret_agent
spy agent,illuminated_park,illuminated_park,universal,,0,1,0,0,secret_agent
spy agent,karaoke_bar,karaoke_bar,tag:urban,urban,1,0,0,0,secret_agent
spy agent,luxury_hotel_lobby,luxury_hotel_lobby,existing,,0,0,1,1,secret_agent
spy agent,messy_copy_room,messy_copy_room,tag:office,office,1,0,0,0,secret_agent
spy agent,messy_kitchen,messy_kitchen,universal,,0,1,0,0,secret_agent
spy agent,modern_office,modern_office,tag:office,office,1,0,0,0,secret_agent
spy agent,museum_hall,museum_hall,universal,,0,1,0,0,secret_agent
spy agent,neon_city_street,neon_city_street,tag:urban,urban,1,0,0,0,secret_agent
spy agent,office_elevator,office_elevator,tag:office,office,1,0,0,0,secret_agent
spy agent,picnic_park,picnic_park,universal,,0,1,0,0,secret_agent
spy agent,rainy_alley,rainy_alley,tag:urban,urban,1,0,0,0,secret_agent
spy agent,school_library,school_library,universal,,0,1,0,0,secret_agent
spy agent,shopping_mall_atrium,shopping_mall_atrium,tag:urban,urban,1,0,0,0,secret_agent
spy agent,street_cafe,street_cafe,universal,,0,1,0,0,secret_agent
spy agent,surveillance_room,surveillance_room,tag:office,office,1,0,0,0,secret_agent
spy agent,underground_bar,underground_bar,tag:urban,urban,1,0,0,0,secret_agent
spy agent,winter_street,winter_street,universal,,0,1,0,0,secret_agent
stargazer,airship_deck,airship_deck,existing,,0,0,1,0,scifi_space
stargazer,alien_planet,alien_planet,tag:scifi,scifi,1,0,0,0,scifi_space
stargazer,aquarium,aquarium,universal,,0,1,0,0,scifi_space
stargazer,art_gallery,art_gallery,universal,,0,1,0,0,scifi_space
stargazer,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,scifi_space
stargazer,botanical_garden,botanical_garden,universal,,0,1,0,0,scifi_space
stargazer,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,scifi_space
stargazer,commuter_transport,commuter_transport,universal,,0,1,0,0,scifi_space
stargazer,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,scifi_space
stargazer,cozy_living_room,cozy_living_room,universal,,0,1,0,0,scifi_space
stargazer,cyber_lab,cyber_lab,tag:scifi,scifi,1,0,0,0,scifi_space
stargazer,enchanted_lake,enchanted_lake,tag:nature,nature,1,0,0,0,scifi_space
stargazer,bamboo_forest,fantasy_forest,tag:nature,nature,1,0,0,1,scifi_space
stargazer,high_tech_medbay,high_tech_medbay,tag:scifi,scifi,1,0,0,0,scifi_space
stargazer,illuminated_park,illuminated_park,universal,,0,1,0,0,scifi_space
stargazer,japanese_garden,japanese_garden,tag:nature,nature,1,0,0,0,scifi_space
stargazer,messy_kitchen,messy_kitchen,universal,,0,1,0,0,scifi_space
stargazer,museum_hall,museum_hall,universal,,0,1,0,0,scifi_space
stargazer,neon_city_street,neon_city_street,tag:scifi,scifi,1,0,0,0,scifi_space
stargazer,picnic_park,picnic_park,universal,,0,1,0,0,scifi_space
stargazer,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,scifi_space
stargazer,school_library,school_library,universal,,0,1,0,0,scifi_space
stargazer,shinto_shrine,shinto_shrine,tag:nature,nature,1,0,0,0,scifi_space
stargazer,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,scifi_space
stargazer,spaceship_bridge,spaceship_bridge,tag:scifi,scifi,1,0,0,0,scifi_space
stargazer,starship_quarters,starship_quarters,tag:scifi,scifi,1,0,0,0,scifi_space
stargazer,street_cafe,street_cafe,universal,,0,1,0,0,scifi_space
stargazer,tropical_beach,tropical_beach,tag:nature,nature,1,0,0,0,scifi_space
stargazer,wave_barrel,wave_barrel,tag:nature,nature,1,0,0,0,scifi_space
stargazer,winter_street,winter_street,universal,,0,1,0,0,scifi_space
street dancer,aquarium,aquarium,universal,,0,1,0,0,cyberpunk_night
street dancer,art_gallery,art_gallery,universal,,0,1,0,0,cyberpunk_night
street dancer,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,cyberpunk_night
street dancer,botanical_garden,botanical_garden,universal,,0,1,0,0,cyberpunk_night
street dancer,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,cyberpunk_night
street dancer,commuter_transport,commuter_transport,universal,,0,1,0,0,cyberpunk_night
street dancer,concert_stage,concert_stage,tag:music,music,1,0,0,0,cyberpunk_night
street dancer,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,cyberpunk_night
street dancer,cozy_living_room,cozy_living_room,universal,,0,1,0,0,cyberpunk_night
street dancer,fashion_boutique,fashion_boutique,tag:urban,urban,1,0,0,0,cyberpunk_night
street dancer,illuminated_park,illuminated_park,universal,,0,1,0,0,cyberpunk_night
street dancer,karaoke_bar,karaoke_bar,tag:music,music,1,0,0,0,cyberpunk_night
street dancer,messy_kitchen,messy_kitchen,universal,,0,1,0,0,cyberpunk_night
street dancer,museum_hall,museum_hall,universal,,0,1,0,0,cyberpunk_night
street dancer,neon_city_street,neon_city_street,existing,,0,0,1,1,cyberpunk_night
street dancer,opera_house,opera_house,tag:music,music,1,0,0,0,cyberpunk_night
street dancer,picnic_park,picnic_park,universal,,0,1,0,0,cyberpunk_night
street dancer,rainy_alley,rainy_alley,tag:urban,urban,1,0,0,0,cyberpunk_night
street dancer,recording_studio,recording_studio,tag:music,music,1,0,0,0,cyberpunk_night
street dancer,school_library,school_library,universal,,0,1,0,0,cyberpunk_night
street dancer,shopping_mall_atrium,shopping_mall_atrium,tag:urban,urban,1,0,0,0,cyberpunk_night
street dancer,street_cafe,street_cafe,universal,,0,1,0,0,cyberpunk_night
street dancer,underground_bar,underground_bar,tag:urban,urban,1,0,0,0,cyberpunk_night
street dancer,winter_street,winter_street,universal,,0,1,0,0,cyberpunk_night
student,aquarium,aquarium,universal,,0,1,0,0,school_uniform
student,art_gallery,art_gallery,universal,,0,1,0,0,school_uniform
student,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,school_uniform
student,botanical_garden,botanical_garden,universal,,0,1,0,0,school_uniform
student,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,school_uniform
student,commuter_transport,commuter_transport,universal,,0,1,0,0,school_uniform
student,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,school_uniform
student,cozy_living_room,cozy_living_room,universal,,0,1,0,0,school_uniform
student,illuminated_park,illuminated_park,universal,,0,1,0,0,school_uniform
student,messy_kitchen,messy_kitchen,universal,,0,1,0,0,school_uniform
student,museum_hall,museum_hall,universal,,0,1,0,0,school_uniform
student,picnic_park,picnic_park,universal,,0,1,0,0,school_uniform
student,rainy_bus_stop,rainy_alley,tag:suburban,suburban,1,0,0,1,school_uniform
student,school_classroom,school_classroom,tag:school,school,1,0,0,0,school_uniform
student,school_gym_hall,school_gym_hall,tag:school,school,1,0,0,0,school_uniform
student,school_library,school_library,tag:school,school,1,0,0,0,school_uniform
student,school_rooftop,school_rooftop,existing,,0,0,1,1,school_uniform
student,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,school_uniform
student,street_cafe,street_cafe,universal,,0,1,0,0,school_uniform
student,rural_town_street,winter_street,tag:suburban,suburban,1,0,0,1,school_uniform
surfer girl,aquarium,aquarium,universal,,0,1,0,0,beach_resort
surfer girl,art_gallery,art_gallery,universal,,0,1,0,0,beach_resort
surfer girl,luxury_hotel_room,bedroom_boudoir,tag:resort,resort,1,0,0,1,beach_resort
surfer girl,botanical_garden,botanical_garden,tag:resort,resort,1,0,0,0,beach_resort
surfer girl,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,beach_resort
surfer girl,commuter_transport,commuter_transport,universal,,0,1,0,0,beach_resort
surfer girl,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,beach_resort
surfer girl,cozy_living_room,cozy_living_room,universal,,0,1,0,0,beach_resort
surfer girl,fitness_gym,fitness_gym,tag:sport,sport,1,0,0,0,beach_resort
surfer girl,illuminated_park,illuminated_park,universal,,0,1,0,0,beach_resort
surfer girl,luxury_hotel_lobby,luxury_hotel_lobby,tag:resort,resort,1,0,0,0,beach_resort
surfer girl,messy_kitchen,messy_kitchen,universal,,0,1,0,0,beach_resort
surfer girl,museum_hall,museum_hall,universal,,0,1,0,0,beach_resort
surfer girl,picnic_park,picnic_park,universal,,0,1,0,0,beach_resort
surfer girl,poolside_resort,poolside_resort,tag:resort,resort,1,0,0,0,beach_resort
surfer girl,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,beach_resort
surfer girl,school_library,school_library,universal,,0,1,0,0,beach_resort
surfer girl,shopping_mall_atrium,shopping_mall_atrium,tag:resort,resort,1,0,0,0,beach_resort
surfer girl,stadium_court,stadium_court,tag:sport,sport,1,0,0,0,beach_resort
surfer girl,street_cafe,street_cafe,universal,,0,1,0,0,beach_resort
surfer girl,tropical_beach,tropical_beach,tag:resort,resort,1,0,0,0,beach_resort
surfer girl,wave_barrel,wave_barrel,existing,,0,0,1,1,beach_resort
surfer girl,winter_street,winter_street,universal,,0,1,0,0,beach_resort
surfer girl,yoga_studio,yoga_studio,tag:sport,sport,1,0,0,0,beach_resort
urban shopper,aquarium,aquarium,universal,,0,1,0,0,urban_shopping
urban shopper,art_gallery,art_gallery,universal,,0,1,0,0,urban_shopping
urban shopper,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,urban_shopping
urban shopper,botanical_garden,botanical_garden,universal,,0,1,0,0,urban_shopping
urban shopper,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,urban_shopping
urban shopper,commuter_transport,commuter_transport,universal,,0,1,0,0,urban_shopping
urban shopper,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,urban_shopping
urban shopper,cozy_living_room,cozy_living_room,universal,,0,1,0,0,urban_shopping
urban shopper,fashion_boutique,fashion_boutique,tag:urban,urban,1,0,0,0,urban_shopping
urban shopper,illuminated_park,illuminated_park,universal,,0,1,0,0,urban_shopping
urban shopper,karaoke_bar,karaoke_bar,tag:urban,urban,1,0,0,0,urban_shopping
urban shopper,messy_kitchen,messy_kitchen,universal,,0,1,0,0,urban_shopping
urban shopper,museum_hall,museum_hall,universal,,0,1,0,0,urban_shopping
urban shopper,neon_city_street,neon_city_street,tag:urban,urban,1,0,0,0,urban_shopping
urban shopper,picnic_park,picnic_park,universal,,0,1,0,0,urban_shopping
urban shopper,rainy_alley,rainy_alley,tag:urban,urban,1,0,0,0,urban_shopping
urban shopper,school_library,school_library,universal,,0,1,0,0,urban_shopping
urban shopper,shopping_mall_atrium,shopping_mall_atrium,existing,,0,0,1,1,urban_shopping
urban shopper,street_cafe,street_cafe,universal,,0,1,0,0,urban_shopping
urban shopper,underground_bar,underground_bar,tag:urban,urban,1,0,0,0,urban_shopping
urban shopper,winter_street,winter_street,universal,,0,1,0,0,urban_shopping
vacation girl,aquarium,aquarium,universal,,0,1,0,0,beach_resort
vacation girl,art_gallery,art_gallery,universal,,0,1,0,0,beach_resort
vacation girl,luxury_hotel_room,bedroom_boudoir,tag:resort,resort,1,0,0,1,beach_resort
vacation girl,botanical_garden,botanical_garden,tag:resort,resort,1,0,0,0,beach_resort
vacation girl,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,beach_resort
vacation girl,commuter_transport,commuter_transport,universal,,0,1,0,0,beach_resort
vacation girl,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,beach_resort
vacation girl,cozy_living_room,cozy_living_room,universal,,0,1,0,0,beach_resort
vacation girl,illuminated_park,illuminated_park,universal,,0,1,0,0,beach_resort
vacation girl,luxury_hotel_lobby,luxury_hotel_lobby,tag:resort,resort,1,0,0,0,beach_resort
vacation girl,messy_kitchen,messy_kitchen,universal,,0,1,0,0,beach_resort
vacation girl,museum_hall,museum_hall,universal,,0,1,0,0,beach_resort
vacation girl,picnic_park,picnic_park,universal,,0,1,0,0,beach_resort
vacation girl,poolside_resort,poolside_resort,existing,,0,0,1,1,beach_resort
vacation girl,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,beach_resort
vacation girl,school_library,school_library,universal,,0,1,0,0,beach_resort
vacation girl,shopping_mall_atrium,shopping_mall_atrium,tag:resort,resort,1,0,0,0,beach_resort
vacation girl,street_cafe,street_cafe,universal,,0,1,0,0,beach_resort
vacation girl,tropical_beach,tropical_beach,tag:resort,resort,1,0,0,0,beach_resort
vacation girl,winter_street,winter_street,universal,,0,1,0,0,beach_resort
vacationer,aquarium,aquarium,universal,,0,1,0,0,beach_resort
vacationer,art_gallery,art_gallery,universal,,0,1,0,0,beach_resort
vacationer,luxury_hotel_room,bedroom_boudoir,tag:resort,resort,1,0,0,1,beach_resort
vacationer,botanical_garden,botanical_garden,tag:resort,resort,1,0,0,0,beach_resort
vacationer,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,beach_resort
vacationer,commuter_transport,commuter_transport,universal,,0,1,0,0,beach_resort
vacationer,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,beach_resort
vacationer,cozy_living_room,cozy_living_room,universal,,0,1,0,0,beach_resort
vacationer,illuminated_park,illuminated_park,universal,,0,1,0,0,beach_resort
vacationer,luxury_hotel_lobby,luxury_hotel_lobby,tag:resort,resort,1,0,0,0,beach_resort
vacationer,messy_kitchen,messy_kitchen,universal,,0,1,0,0,beach_resort
vacationer,museum_hall,museum_hall,universal,,0,1,0,0,beach_resort
vacationer,picnic_park,picnic_park,universal,,0,1,0,0,beach_resort
vacationer,poolside_resort,poolside_resort,tag:resort,resort,1,0,0,0,beach_resort
vacationer,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,beach_resort
vacationer,school_library,school_library,universal,,0,1,0,0,beach_resort
vacationer,shopping_mall_atrium,shopping_mall_atrium,tag:resort,resort,1,0,0,0,beach_resort
vacationer,street_cafe,street_cafe,universal,,0,1,0,0,beach_resort
vacationer,tropical_beach,tropical_beach,existing,,0,0,1,1,beach_resort
vacationer,winter_street,winter_street,universal,,0,1,0,0,beach_resort
window shopper,aquarium,aquarium,universal,,0,1,0,0,urban_shopping
window shopper,art_gallery,art_gallery,universal,,0,1,0,0,urban_shopping
window shopper,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,urban_shopping
window shopper,botanical_garden,botanical_garden,universal,,0,1,0,0,urban_shopping
window shopper,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,urban_shopping
window shopper,commuter_transport,commuter_transport,universal,,0,1,0,0,urban_shopping
window shopper,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,urban_shopping
window shopper,cozy_living_room,cozy_living_room,universal,,0,1,0,0,urban_shopping
window shopper,fashion_boutique,fashion_boutique,tag:urban,urban,1,0,0,0,urban_shopping
window shopper,illuminated_park,illuminated_park,universal,,0,1,0,0,urban_shopping
window shopper,karaoke_bar,karaoke_bar,tag:urban,urban,1,0,0,0,urban_shopping
window shopper,messy_kitchen,messy_kitchen,universal,,0,1,0,0,urban_shopping
window shopper,museum_hall,museum_hall,universal,,0,1,0,0,urban_shopping
window shopper,neon_city_street,neon_city_street,tag:urban,urban,1,0,0,0,urban_shopping
window shopper,picnic_park,picnic_park,universal,,0,1,0,0,urban_shopping
window shopper,rainy_alley,rainy_alley,tag:urban,urban,1,0,0,0,urban_shopping
window shopper,school_library,school_library,universal,,0,1,0,0,urban_shopping
window shopper,shopping_mall_atrium,shopping_mall_atrium,existing,,0,0,1,1,urban_shopping
window shopper,street_cafe,street_cafe,universal,,0,1,0,0,urban_shopping
window shopper,underground_bar,underground_bar,tag:urban,urban,1,0,0,0,urban_shopping
window shopper,winter_street,winter_street,universal,,0,1,0,0,urban_shopping
winter date girl,aquarium,aquarium,universal,,0,1,0,0,winter_date
winter date girl,art_gallery,art_gallery,universal,,0,1,0,0,winter_date
winter date girl,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,winter_date
winter date girl,botanical_garden,botanical_garden,universal,,0,1,0,0,winter_date
winter date girl,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,winter_date
winter date girl,commuter_transport,commuter_transport,universal,,0,1,0,0,winter_date
winter date girl,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,winter_date
winter date girl,cozy_living_room,cozy_living_room,universal,,0,1,0,0,winter_date
winter date girl,fashion_boutique,fashion_boutique,tag:urban,urban,1,0,0,0,winter_date
winter date girl,illuminated_park,illuminated_park,existing,,0,0,1,1,winter_date
winter date girl,karaoke_bar,karaoke_bar,tag:urban,urban,1,0,0,0,winter_date
winter date girl,messy_kitchen,messy_kitchen,universal,,0,1,0,0,winter_date
winter date girl,museum_hall,museum_hall,universal,,0,1,0,0,winter_date
winter date girl,neon_city_street,neon_city_street,tag:urban,urban,1,0,0,0,winter_date
winter date girl,picnic_park,picnic_park,universal,,0,1,0,0,winter_date
winter date girl,rainy_alley,rainy_alley,tag:urban,urban,1,0,0,0,winter_date
winter date girl,school_library,school_library,universal,,0,1,0,0,winter_date
winter date girl,shopping_mall_atrium,shopping_mall_atrium,tag:urban,urban,1,0,0,0,winter_date
winter date girl,street_cafe,street_cafe,universal,,0,1,0,0,winter_date
winter date girl,underground_bar,underground_bar,tag:urban,urban,1,0,0,0,winter_date
winter date girl,winter_street,winter_street,universal,,0,1,0,0,winter_date
winter traveler,aquarium,aquarium,universal,,0,1,0,0,winter_date
winter traveler,art_gallery,art_gallery,universal,,0,1,0,0,winter_date
winter traveler,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,winter_date
winter traveler,botanical_garden,botanical_garden,universal,,0,1,0,0,winter_date
winter traveler,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,winter_date
winter traveler,commuter_transport,commuter_transport,universal,,0,1,0,0,winter_date
winter traveler,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,winter_date
winter traveler,cozy_living_room,cozy_living_room,universal,,0,1,0,0,winter_date
winter traveler,fashion_boutique,fashion_boutique,tag:urban,urban,1,0,0,0,winter_date
winter traveler,illuminated_park,illuminated_park,universal,,0,1,0,0,winter_date
winter traveler,karaoke_bar,karaoke_bar,tag:urban,urban,1,0,0,0,winter_date
winter traveler,messy_kitchen,messy_kitchen,universal,,0,1,0,0,winter_date
winter traveler,museum_hall,museum_hall,universal,,0,1,0,0,winter_date
winter traveler,neon_city_street,neon_city_street,tag:urban,urban,1,0,0,0,winter_date
winter traveler,picnic_park,picnic_park,universal,,0,1,0,0,winter_date
winter traveler,rainy_alley,rainy_alley,tag:urban,urban,1,0,0,0,winter_date
winter traveler,school_library,school_library,universal,,0,1,0,0,winter_date
winter traveler,shopping_mall_atrium,shopping_mall_atrium,tag:urban,urban,1,0,0,0,winter_date
winter traveler,street_cafe,street_cafe,universal,,0,1,0,0,winter_date
winter traveler,underground_bar,underground_bar,tag:urban,urban,1,0,0,0,winter_date
winter traveler,winter_street,winter_street,existing,,0,0,1,1,winter_date
yoga instructor,aquarium,aquarium,universal,,0,1,0,0,gym_workout
yoga instructor,art_gallery,art_gallery,universal,,0,1,0,0,gym_workout
yoga instructor,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,gym_workout
yoga instructor,botanical_garden,botanical_garden,universal,,0,1,0,0,gym_workout
yoga instructor,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,gym_workout
yoga instructor,commuter_transport,commuter_transport,universal,,0,1,0,0,gym_workout
yoga instructor,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,gym_workout
yoga instructor,cozy_living_room,cozy_living_room,universal,,0,1,0,0,gym_workout
yoga instructor,enchanted_lake,enchanted_lake,tag:nature,nature,1,0,0,0,gym_workout
yoga instructor,bamboo_forest,fantasy_forest,tag:nature,nature,1,0,0,1,gym_workout
yoga instructor,fitness_gym,fitness_gym,tag:sport,sport,1,0,0,0,gym_workout
yoga instructor,illuminated_park,illuminated_park,universal,,0,1,0,0,gym_workout
yoga instructor,japanese_garden,japanese_garden,tag:nature,nature,1,0,0,0,gym_workout
yoga instructor,messy_kitchen,messy_kitchen,universal,,0,1,0,0,gym_workout
yoga instructor,museum_hall,museum_hall,universal,,0,1,0,0,gym_workout
yoga instructor,picnic_park,picnic_park,universal,,0,1,0,0,gym_workout
yoga instructor,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,gym_workout
yoga instructor,school_library,school_library,universal,,0,1,0,0,gym_workout
yoga instructor,shinto_shrine,shinto_shrine,tag:nature,nature,1,0,0,0,gym_workout
yoga instructor,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,gym_workout
yoga instructor,stadium_court,stadium_court,tag:sport,sport,1,0,0,0,gym_workout
yoga instructor,street_cafe,street_cafe,universal,,0,1,0,0,gym_workout
yoga instructor,tropical_beach,tropical_beach,tag:nature,nature,1,0,0,0,gym_workout
yoga instructor,wave_barrel,wave_barrel,tag:nature,nature,1,0,0,0,gym_workout
yoga instructor,winter_street,winter_street,universal,,0,1,0,0,gym_workout
yoga instructor,yoga_studio,yoga_studio,existing,,0,0,1,1,gym_workout
